id,trigger,conditions,script,text,options,notes
shroudedSubstrateOptSelE2,DialogOptionSelected,$option == shroudedSubstrate_optSelE2,"$saidWeaponized = true 0
FireAll shroudedSubstrateBeginOpts","Tech speaks up, ""Using sensor data recorded during our encounter with the, um, hostile entities, we believe it is possible to reliably reproduce certain effects which have been observed.""

The schematics scrolling before you are complex, but you recognize the conduits and capacitors common to energy weapon mounts. And something strange at the center of each design, some beating heart which does not belong within these human creations.

You trust your officers enough not to ask if the projected power outputs are an error - you've already seen what these things are capable of.",,
shroudedSubstrateOptSelF,DialogOptionSelected,$option == shroudedSubstrate_optSelF,"$player.canMakeDwellerWeapons = true
Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","""$PlayerSirOrMadam,"" they say once more in unison.

Shrouded Substrate available: $player.shroudedSubstrateAvailable unit(s).","substrate_selectWeapons:Select weapons to assemble
defaultLeave:Partir",
,,,,,,
shroudedSubstrateWasAnalyzed,ShroudedSubstrateRightClick,$player.canMakeDwellerWeapons,"ShowImageVisual shrouded_weapon_assembly
Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","You consult with your technical officer and engineering chief in a small briefing room overlooking a workbay adapted to store and analyze the unusual specimens you've found. They are poring over schematics, deep in an argument over implementation details. You are pleased to note that their disagreement plays out within a foundation built of professional respect.  

They notice you and, in unison, say ""$PlayerSirOrMadam.""

Shrouded Substrate available: $player.shroudedSubstrateAvailable unit(s).","substrate_selectWeapons:Select weapons to assemble
defaultLeave:Partir",
substrate_selectWeaponsSel,DialogOptionSelected,$option == substrate_selectWeapons,DwellerCMD showWeaponPicker,,,
SubstrateWeaponsPicked,SubstrateWeaponsPicked,,"Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","Your technical officer and chief engineer pore over the schematics, arguing over implementation details. You are pleased to note that their disagreement plays out within a foundation built of professional respect.  

Shrouded Substrate available: $player.shroudedSubstrateAvailable unit(s).","substrate_selectWeapons:Select weapons to assemble
defaultLeave:Partir",
CheckPlayerHasNoSubstrate,CheckPlayerHasNoSubstrate,$player.shroudedSubstrateAvailable <= 0,"SetEnabled substrate_selectWeapons false
SetTooltip substrate_selectWeapons ""No Shrouded Substrate available.""",,,
,,,,,,
,,,,,,
# Shrouded Thunderhead/Mantle/Lens - analyzing to learn hullmods,,,,,,
ShroudedHullmodItemRCMantle,ShroudedHullmodItemRC,$player.shroudedHullmodId == shrouded_mantle,"ShowImageVisual shrouded_weapon_assembly
FireAll MostLuddicEthosRefresh
$option = ShroudedHMM_talk1 0
FireBest DialogOptionSelected",,,
ShroudedHullmodItemRCMantle1a,DialogOptionSelected,$option == ShroudedHMM_talk1,"$option = ShroudedHMM_talk2 0
FireBest DialogOptionSelected","You find your technology officer and chief engineer in deep discussion over one of the unusual specimens held in the ""special salvage' bay.",,
ShroudedHullmodItemRCMantle1b,DialogOptionSelected,"$option == ShroudedHMM_talk1
$player.didAShroudedHullmodUnlock","$option = ShroudedHMM_talk2 0
FireBest DialogOptionSelected","You find your technology officer and chief engineer in another discussion over one of the unusual specimens held in the ""special salvage' bay.",,
ShroudedHullmodItemRCMantle2,DialogOptionSelected,$option == ShroudedHMM_talk2,,"Engineering is frowning, manipulating a diagram of a ship with abrupt flicks at the interface. ""It'd have to be anchored to the flux grid. Only way to keep it wrapped close enough to the hull geometry.""

""Precisely,"" Tech says. ""To keep the exotic material from diminishing! It will draw energy from incoming projectiles, storing it in the, um... meta-plasma?""

Engineering snorts dismissively.

""Merely a working term,"" Tech says defensively.",ShroudedHMM_talk3:Continuer,
ShroudedHullmodItemRCMantle3,DialogOptionSelected,$option == ShroudedHMM_talk3,"$option = ShroudedHMM_talk4 0
FireBest DialogOptionSelected","""We can't store energy forever in this theoretical, pretend-plasma,"" Engineering says. ""It'll have to go somewhere.""

""Invert the polarity of the flux converters and flicker the drive field. Boom, a gentle bump to local time-space."" Tech looks self-satisfied. ""Um, by which I mean the ship itself.""

""You hope it's a gentle bump."" Engineering frowns, pulling up agrav inertial suppression timing charts. ""If it works.""",,
ShroudedHullmodItemRCMantle4a,DialogOptionSelected,$option == ShroudedHMM_talk4,,"""It'll work,"" Tech says.","ShroudedHMM_talk5:""Prove it. I want a full proposal and testing schedule by end-of-shift.""",
ShroudedHullmodItemRCMantle4b,DialogOptionSelected,"$option == ShroudedHMM_talk4
$player.didAShroudedHullmodUnlock",,"""It'll work,"" Tech says. ""Remember last time?""","ShroudedHMM_talk5:""Prove it. I want a full proposal and testing schedule by end-of-shift.""",
ShroudedHullmodItemRCMantle5,DialogOptionSelected,$option == ShroudedHMM_talk5,"$player.didAShroudedHullmodUnlock = true
$option = ShroudedHMM_talk6 0
FireBest DialogOptionSelected","Both jump to attention, having been so involved in their argument that neither noticed you approach.

""$PlayerSirOrMadam, yes $playerSirOrMadam,"" they say, saluting.",,
ShroudedHullmodItemRCMantle5l,DialogOptionSelected,"$option == ShroudedHMM_talk5l
$player.luddicFaithfulOrChurchCom",$player.didAShroudedHullmodUnlock = true,"Both jump to attention, having been so involved in their argument that neither noticed you approach.

""$PlayerSirOrMadam, yes $playerSirOrMadam,"" they say, saluting.",ShroudedHMM_talk6:Continuer,
ShroudedHullmodItemRCMantle6,DialogOptionSelected,$option == ShroudedHMM_talk6,"Highlight ""literally demonic""
DwellerCMD unlockHullmod",You consider the undeniable possibility that the Luddic faith would view any use of this technology as literally demonic. You could be declared a heretical outlaw and hunted by the Knights of Ludd and Luddic Path alike.,"defaultLeave:""As you were.""",
,,,,,,
ShroudedHullmodItemRCThunderH,ShroudedHullmodItemRC,$player.shroudedHullmodId == shrouded_thunderhead,"ShowImageVisual shrouded_weapon_assembly
FireAll MostLuddicEthosRefresh
$option = ShroudedHMTH_talk1 0
FireBest DialogOptionSelected",,,
ShroudedHullmodItemRCTH1a,DialogOptionSelected,$option == ShroudedHMTH_talk1,"$option = ShroudedHMTH_talk2 0
FireBest DialogOptionSelected","You find your technology officer and chief engineer in deep discussion over one of the unusual specimens held in the ""special salvage' bay.",,
ShroudedHullmodItemRCTH1b,DialogOptionSelected,"$option == ShroudedHMTH_talk1
$player.didAShroudedHullmodUnlock","$option = ShroudedHMTH_talk2 0
FireBest DialogOptionSelected","You find your technology officer and chief engineer in another deep discussion over one of the unusual specimens held in the ""special salvage' bay.",,
ShroudedHullmodItemRCTH2,DialogOptionSelected,$option == ShroudedHMTH_talk2,,"Tech is spinning a dazzlingly complex holo-mockup filled with arcing lines and arcane symbols. 

""A cloud of the exotic material could be held within a sort of flickered hyperspace gradient... Theoretically, it would build up charge as outgoing projectiles traverse the 'imbued' field gradient and... theoretically, that extra charge could be sustained then directed at nearby hostiles.""",ShroudedHMTH_talk3:Continuer,
ShroudedHullmodItemRCTH3,DialogOptionSelected,$option == ShroudedHMTH_talk3,"$player.didAShroudedHullmodUnlock = true
$option = ShroudedHMTH_talk4 0
FireBest DialogOptionSelected","""Theoretically."" Engineering's arms are crossed below a very skeptical look.

""To operate during combat... hmm. Modifications would have to be made. Shield emitters, drive field, inertial suppression... I'll need to perform some tests.""

Engineering finally notices you observing their talk and stands to attention. ""With your approval, $PlayerSirOrMadam.""",,
ShroudedHullmodItemRCTH4,DialogOptionSelected,$option == ShroudedHMTH_talk4,"Highlight ""literally demonic""
DwellerCMD unlockHullmod",You consider the undeniable possibility that the Luddic faith would view any use of this technology as literally demonic. You could be declared a heretical outlaw and hunted by the Knights of Ludd and Luddic Path alike.,"defaultLeave:""Submit a combined report. We'll proceed - theoretically.""",
ShroudedHullmodItemRCLens,ShroudedHullmodItemRC,$player.shroudedHullmodId == shrouded_lens,"ShowImageVisual shrouded_weapon_assembly
FireAll MostLuddicEthosRefresh
$option = ShroudedHML_talk1 0
FireBest DialogOptionSelected",,,
ShroudedHullmodItemRCL1a,DialogOptionSelected,$option == ShroudedHML_talk1,"$option = ShroudedHML_talk2 0
FireBest DialogOptionSelected","You find your technology officer and chief engineer in deep discussion over one of the unusual specimens held in the ""special salvage' bay.",,
ShroudedHullmodItemRCL1b,DialogOptionSelected,"$option == ShroudedHML_talk1
$player.didAShroudedHullmodUnlock","$option = ShroudedHML_talk2 0
FireBest DialogOptionSelected","You find your technology officer and chief engineer in another deep discussion over one of the unusual specimens held in the ""special salvage' bay.",,
ShroudedHullmodItemRCL2,DialogOptionSelected,$option == ShroudedHML_talk2,,"""This 'lens' - a working term, of course - does not operate in normal space as-such.""

Tech is deep in lecture mode over an arcane holo-diagram. You can tell they've been talking for some minutes from Engineering's impatient eye roll.

""It could be emplaced deep within the hull, in a specially stabilized cradle - for safety,"" Tech continues.

Engineering appears pained at describing this proposal as 'safe'.",ShroudedHML_talk3:Continuer,
ShroudedHullmodItemRCL3,DialogOptionSelected,$option == ShroudedHML_talk3,,"Tech proceeds without acknowledging any objection.

""-spin it up during combat maneuvers, adjusting the frequency of the 'probes' adapted from drive-field stabilizers. It would create hyperspace fractures which would cause terrible damage to n-space structures. Starships, for instance. Now, for obvious reasons, the theoretical range is infinite...""","ShroudedHML_talk4:""A weapon with infinite range, you say?""",
ShroudedHullmodItemRCL4,DialogOptionSelected,$option == ShroudedHML_talk4,$player.didAShroudedHullmodUnlock = true,"Both jump at your words, standing to attention. ""$PlayerSirOrMadam!"" they say in uncharacteristic unison.

Engineering takes the opportunity to finally get a word in. ""Accuracy decreases in... interestingly, a sharp harmonic progression. But this means anything beyond mid-range combat parameters will effectively create an energetic burst at a random spot somewhere within the n-space universe."" They side-eye Tech. ""Just another blip of cosmic background radiation.""

Tech looks like they might say something, but no words come. Engineering fills the silence again. ""Practically, it could only target reasonably nearby hostiles.""",ShroudedHML_talk5:Continuer,
ShroudedHullmodItemRCL5,DialogOptionSelected,$option == ShroudedHML_talk5,"Highlight ""literally demonic""
DwellerCMD unlockHullmod",You consider the undeniable possibility that the Luddic faith would view any use of this technology as literally demonic. You could be declared a heretical outlaw and hunted by the Knights of Ludd and Luddic Path alike.,"defaultLeave:""Have a proposal for me by end-of-shift.""",
# Rogue giant planet in abyssal space; turbulence in atmosphere,,,,,,
abyssalGasGiantTurbulence,OpenInteractionDialog,"$market.isPlanetConditionMarketOnly
$abyssalGasGiantTurbulence score:100","ShowDefaultVisual
$visited = true","Votre $shipOrFleet s'approche de $entityName.

L'immense planète tourne paresseusement sous votre $shipOrFleet, plongée dans un cryosommeil qui lui est propre entre les étoiles lointaines de la galaxie. La compression gravitationnelle et le maigre filet de désintégration radioactive réchauffent l'intérieur bien au-dessus du milieu interstellaire, alimentant des systèmes météorologiques actifs qui brassent lentement la surface froide du monde.

""$PlayerSirOrMadam, je-"" votre officier capteurs affiche le flux en direct d'un sous-ensemble de capteurs. Cela attire l'attention de Tactique.

Après un moment, même vous pouvez le voir : une perturbation, un jaillissement soudain de turbulences comme une douzaine d'ouragans géants se retournant.","abyssalGasGiant_turb2:""Senseurs, rapport.""",
abyssalGasGiantTurbulence2,DialogOptionSelected,$option == abyssalGasGiant_turb2,,"""Système de tempête massif. Anomalie thermique soudaine, euh, relativement parlant. Une sorte de remontée,"" répond votre officier capteurs en rafale. Vous savez qu'il n'aime pas ne pas avoir de réponse claire.

""Mise sous tension des gravimètres. S'il y a quelque chose qui se cache sous ces nuages, ça le révélera.""

Il tapote sa console, calibrant un nouveau sous-ensemble du réseau de capteurs du $shipOrFleet. Les minutes s'égrènent tandis que les systèmes s'ajustent automatiquement à la planète, la précision estimée des lectures augmentant régulièrement sur l'affichage partagé. Le relevé s'affine, se clarifie, commence à cartographier la densité de masse de $entityName.

Dans le même temps, l'anomalie se dissipe, laissant des cellules orageuses de la taille de lunes tournoyer à travers l'atmosphère.",abyssalGasGiant_turb3:Continuer,
