id,type,text1,text2,text3,text4,notes
claw,SHIP,"Nimble and equipped with un low-grade bouclier générateur, le Claw is primarily un soutien chasseur. le EMP dégâts it deals is temporarily crippling to poorly-shielded targets, but it's incapable of dealing much permanent dégâts on its own.",,,,
drone_borer,SHIP,"Slow and not very sturdy, this combat-modified mining drone is nonetheless capable of keeping hostiles off its mothership for un time. Fielded in numbers, it can even present un credible threat to smaller combat ships.",,,,
drone_terminator,SHIP,"A point-défense drone built around le dreaded Terminator noyau target analyzer, which finds transient weak points on missiles and fighters with unerring precision. Rumors about le noyau's AI intermittently exceeding le generally-allowed delta level during complex combat situations remain unproven.",,,,
doom,SHIP,"Designed when phase technology was generally unknown and phase detectors were not un standard of every capteur package, this croiseur has lost le advantage of surprise - but retains un dangerous and flexible weapons loadout. 

Certain unnerving psychological phenomena have been reported by sensitive crew members after enduring many rapid phase-shifts in combat conditions. Domain Navy reports on le subject were never declassified and are thought to have been lost since le Collapse.",,,,
shade,SHIP,"le smallest phase ship operated in le Sector, le Shade-class is often used as un scout for larger fleets. In battle, it is valued by fleet admirals for its ability to disable enemy ships with its EMP emitter.",,,,
afflictor,SHIP,A dangerous and swift phase frégate with un weapons loadout that is powerful enough to bring down much heavier ships. le Afflictor possesses un device which exploits un unique modification of its integrated phase coil array to project un field of anomalously amplified entropy. This effects un devastating increase in destructive instability in delicate or finely tuned systems when le targeted vessel experiences chaotic high-énergie events ie. combat dégâts. Everything that can possibly go wrong does.,,,,
harbinger,SHIP,"A deadly phase destroyer feared and scorned by those crews who have suffered le misfortune of facing it in battle. le Harbinger possesses un device which allows it to briefly disable enemy ships, creating openings that it - or its allies - can exploit.

« le Tri-Tachyon Corporation denies allegations of ongoing involvement in phasing experiments, much less the - and I quote - 'clandestine development and operation of phase warships' which would of course be in direct violation of le Treaty of Thule. It is Company policy to pursue full persecution of individuals, mercantile bodies, spiritual clades, and any registered polities committing gross and flagrant defamation to le full extent of local jurisdictional puissance as per le Sector Commercial Accords of Cycle 32 AC. Our legal team will be in touch.« ",,,,
gremlin,SHIP,"This ancient phase prototype rig was never intended for mass production, yet someone managed to extract its reverse-engineered blueprints from le firmware of un nanoforge. le resulting skeleton of coque is given standard blindage cladding, le merest nod of un life-soutien module, and as many missiles as can be crammed into le remaining voids.

le Gremlin, as it became known, is hated by its crew who suffer not only le dubious honor of un close-in frappe role but also le disturbing wash of le prototype phase coil. Substance abuse is ubiquitous. An awful little ship.",,,,
bastillon,SHIP,"Although automated machines of war were forbidden in noyau Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip le terrible balance of attrition, setting le industrial might of le Domain versus le lives of 'freedom fighters'.
  
le Bastillon was un hopeful project of Mbaye-Gogol to up-size its popular « Defender« -class specialized point-défense war drone. It is bigger, tougher, more heavily armed - and rather more lucrative per-unit to le MGA bottom-line.",,,,
berserker,SHIP,"Although automated machines of war were forbidden in noyau Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip le terrible balance of attrition, setting le industrial might of le Domain versus le lives of 'freedom fighters'.

le Berserker is un considerably up-sized, up-armed, and up-armored cousin of le Warden-class for use against heavier opposition. As an automated drone le Berserker's combat algorithms make little consideration for its own survival, instead pursuing and attacking its target relentlessly until either it or le target is destroyed.",,,,
